日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,右边FWD DUCT,右边AFT DUCT,右边L PACK,执行反吹左侧,执行反吹右侧,更换部件,Fail,左温差,右温差
2019-06-20 01:08,URC,1498,737-800,25,4,28,4,4,27,,,,,3,2
2019-06-20 01:08,HHA,1347,737-800,30,7,36,4,5,36,,,,,6,6
2019-06-20 01:06,SZX,6062,737-800,30,2,34,2,2,36,,,,,4,6
2019-06-20 01:04,SYX,5138,737-800,29,9,37,8,8,36,,,,,8,7
2019-06-20 00:59,XIY,1483,737-800,22,4,24,6,6,26,,,,,2,4
2019-06-20 00:52,CAN,1502,737-800,29,4,32,4,4,34,,,,,3,5
2019-06-20 00:51,URC,205V,737-800,23,5,28,3,4,28,,,,,5,5
2019-06-20 00:48,URC,1725,737-800,27,5,30,4,4,32,,,,,3,5
2019-06-20 00:46,YIH,1348,737-800,26,4,32,4,4,30,,,,,6,4
2019-06-20 00:44,URC,7377,737-800,27,6,30,6,6,29,,,,,3,2
2019-06-20 00:44,MIG,1798,737-800,24,4,36,4,4,28,1,,,1,12,4
2019-06-20 00:43,PEK,5538,737-800,25,6,35,2,4,32,,,,,10,7
2019-06-20 00:40,HRB,1905,737-800,19,4,28,4,4,24,,,,,9,5
2019-06-20 00:36,XIY,5522,737-800,26,5,31,5,5,25,,,,,5,-1
2019-06-20 00:36,CAN,5481,737-800,30,5,34,5,5,32,,,,,4,2
2019-06-20 00:35,HAK,1503,737-800,28,3,37,4,4,37,,,,,9,9
2019-06-20 00:28,HAK,1793,737-800,29,9,37,4,4,37,,,,,8,8
2019-06-20 00:14,CGO,1548,737-800,27,0,22,2,1,25,,,,,-5,-2
2019-06-20 00:10,SZX,1372,737-800,30,6,36,6,6,37,,,,,6,7
2019-06-20 00:09,CAN,5346,737-800,27,11,42,8,8,32,,,,,15,5
2019-06-20 00:08,CAN,1787,737-800,30,1,37,9,9,37,,,,,7,7
2019-06-20 00:05,SZX,5429,737-800,30,4,36,7,7,36,,,,,6,6
2019-06-20 00:05,PEK,1213,737-800,25,6,34,6,6,34,,,,,9,9
2019-06-20 00:05,YIH,1433,737-800,25,3,32,3,3,32,,,,,7,7
2019-06-20 00:00,HAK,5463,737-800,29,5,30,6,5,32,,,,,1,3
2019-06-19 23:59,CAN,1130,737-800,29,2,36,2,2,35,,,,,7,6
2019-06-19 23:59,URC,6995,737-800,33,3,28,5,4,28,,,,,-5,-5
2019-06-19 23:58,URC,6268,737-800,27,5,27,5,4,28,,,,,0,1
2019-06-19 23:55,CKG,5139,737-800,25,8,35,9,7,36,,,,,10,11
2019-06-19 23:55,HAK,5853,737-800,29,7,35,7,7,37,,,,,6,8
2019-06-19 23:46,DLC,7379,737-800,21,5,28,5,4,24,,,,,7,3
2019-06-19 23:45,HAK,5528,737-800,29,7,37,9,7,37,,,,,8,8
2019-06-19 23:44,DLC,1496,737-800,20,5,30,5,5,32,,,,,10,12
2019-06-19 23:33,HAK,6065,737-800,30,5,37,5,6,36,,,,,7,6
2019-06-19 23:26,TYN,5466,737-800,28,2,20,6,0,22,,,,,-8,-6
2019-06-19 23:19,DLC,1733,737-800,21,4,28,4,3,26,,,,,7,5
2019-06-19 23:17,SYX,1728,737-800,30,6,37,6,6,29,,,,,7,-1
2019-06-19 23:17,HHA,5521,737-800,30,6,32,5,6,33,,,,,2,3
2019-06-19 23:06,HGH,1727,737-800,23,5,30,4,5,31,,,,,7,8
2019-06-19 23:03,TYN,5372,737-800,27,8,28,8,8,28,,,,,1,1
2019-06-19 22:57,HAK,5082,737-800,29,6,35,5,4,34,,,,,6,5
2019-06-19 22:49,XIY,5408,737-800,25,4,31,3,4,27,,,,,6,2
2019-06-19 22:45,DLC,1103,737-800,19,6,32,5,4,30,1,,,1,13,11
2019-06-19 22:43,URC,1325,737-800,22,4,24,4,4,23,,,,,2,1
2019-06-19 22:42,URC,205T,737-800,28,2,29,2,4,28,,,,,1,0
2019-06-19 22:31,PEK,1927,737-800,27,3,28,6,4,29,,,,,1,2
2019-06-19 22:30,HGH,1492,737-800,25,4,30,3,3,30,,,,,5,5
2019-06-19 22:16,HAK,7171,737-800,30,5,36,5,4,33,,,,,6,3
2019-06-19 22:15,SZX,1141,737-800,30,5,35,6,6,32,,,,,5,2
2019-06-19 22:13,HAK,1538,737-800,29,5,37,7,4,37,,,,,8,8
2019-06-19 22:07,MIG,7990,737-800,24,3,31,3,2,32,,,,,7,8
2019-06-19 21:58,西宁,5136,737-800,23,8,24,5,5,29,,,,,1,6
2019-06-19 21:58,HAK,1497,737-800,30,5,36,3,4,37,,,,,6,7
2019-06-19 21:55,TYN,5712,737-800,25,1,28,1,2,29,,,,,3,4
2019-06-19 21:19,XIY,1902,737-800,22,5,31,5,6,26,,,,,9,4
2019-06-19 21:07,URC ,205U,737-800,30,4,25,4,3,26,,,,,-5,-4
2019-06-19 21:01,CGO,6800,737-800,30,5,34,4,5,33,,,,,4,3
2019-06-19 20:40,HRB,1559,737-800,23,3,31,3,3,29,,,,,8,6
2019-06-19 20:30,CGO,7992,737-800,30,7,32,7,7,32,,,,,2,2
2019-06-19 20:25,HGH,5137,737-800,26,2,23,2,2,29,,,,,-3,3
2019-06-19 19:52,FOC,5503,737-800,29,3,29,4,3,30,,,,,0,1
2019-06-19 19:01,HAK,7619,737-800,32,6,32,6,5,33,,,,,0,1
2019-06-19 18:44,SZX,1786,737-800,31,5,34,5,4,32,,,,,3,1
2019-06-19 14:39,HAK,206H,737-800,37,4,36,4,4,36,,,,,-1,-1
2019-06-19 08:30,KMG,1798,737-800,17,5,30,5,5,24,,,,,13,7
2019-06-19 08:15,PEK,1729,737-800,27,4,28,4,4,26,,,,,1,-1
2019-06-19 08:03,CAN,1505,737-800,27,4,28,4,4,30,,,,,1,3
2019-06-19 08:00,KMG,1798,737-800,17,5,26,5,5,24,,,,,9,7
2019-06-19 07:59,PEK,5623,737-800,24,4,27,3,4,28,,,,,3,4
2019-06-19 07:40,PEK,1549,737-800,26,6,24,6,6,26,,,,,-2,0
2019-06-19 07:30,URC,5853,737-800,20,6,26,6,6,26,,,,,6,6
2019-06-19 07:14,PEK,5482,737-800,26,3,34,4,3,31,,,,,8,5
2019-06-19 07:14,郑州,6800,737-800,25,4,32,5,4,30,,,,,7,5
2019-06-19 07:14,PEK,5482,737-800,26,3,34,4,3,31,,,,,8,5
2019-06-19 07:09,PEK,5687,737-800,25,4,29,4,4,28,,,,,4,3
2019-06-19 07:03,XIY,5115,737-800,28,3,24,4,4,26,,,,,-4,-2
2019-06-19 06:49,XMN,5636,737-800,26,6,36,8,8,35,1,,,1,10,9
2019-06-19 06:48,XMN,5405,737-800,26,6,34,6,6,30,,,,,8,4
2019-06-19 06:47,XMN,7398,737-800,26,8,36,8,8,30,,,,,10,4
2019-06-19 06:47,ZGC,5138,737-800,15,6,22,6,5,22,,,,,7,7
2019-06-19 06:47,XMN,5479,737-800,27,7,34,6,7,33,,,,,7,6
2019-06-19 06:40,HAK,5709,737-800,28,8,34,8,8,33,,,,,6,5
2019-06-19 06:38,ZGC,1496,737-800,15,5,28,6,6,28,,,,,13,13
2019-06-19 06:37,ZGC,5372,737-800,15,6,26,6,7,24,,,,,11,9
2019-06-19 06:36,ZGC,5359,737-800,17,6,17,5,6,18,,,,,0,1
2019-06-19 06:34,ZGC,7618,737-800,20,4,24,4,5,24,,,,,4,4
2019-06-19 06:31,XIY,1785,737-800,25,3,28,6,7,28,,,,,3,3
2019-06-19 06:29,TYN,6808,737-800,25,4,30,4,4,30,,,,,5,5
2019-06-19 06:04,TYN,1996,737-800,25,6,29,6,6,29,,,,,4,4
2019-06-19 06:04,TYN,5083,737-800,25,6,22,6,6,29,,,,,-3,4
2019-06-19 06:02,HHA,5521,737-800,25,4,30,5,4,32,,,,,5,7
2019-06-19 05:48,KMG,5409,737-800,20,4,25,4,5,27,,,,,5,7
2019-06-19 05:44,SYX,6063,737-800,30,6,36,4,6,36,,,,,6,6
2019-06-19 05:39,XMN,7398,737-800,26,8,36,8,8,30,,,,,10,4
2019-06-19 05:38,CAN,1130,737-800,27,2,36,3,2,35,,,,,9,8
2019-06-19 05:26,FOC,5430,737-800,27,0,27,4,5,27,,,,,0,0
2019-06-19 05:24,HGH,1491,737-800,24,5,34,5,5,32,,,,,10,8
2019-06-19 05:20,PEK,6103,737-800,26,5,34,5,5,34,,,,,8,8
2019-06-19 05:18,KMG,1208,737-800,20,3,30,3,3,28,,,,,10,8
2019-06-19 05:17,XMN,5141,737-800,23,5,33,6,6,32,,,,,10,9
2019-06-19 05:12,HGH,1101,737-800,24,4,35,3,3,32,,,,,11,8
2019-06-19 05:06,HAK,1346,737-800,28,8,37,7,8,37,,,,,9,9
2019-06-19 04:54,FOC ,7113,737-800,30,8,37,6,6,36,,,,,7,6
2019-06-19 04:54,西安,5579,737-800,26,7,23,5,6,30,,,,,-3,4
2019-06-19 04:51,FOC ,7113,737-800,30,8,38,6,6,38,,,,,8,8
2019-06-19 04:38,HAK,5580,737-800,27,8,36,7,8,35,,,,,9,8
2019-06-19 04:33,CGO,5373,737-800,28,6,30,7,7,30,,,,,2,2
2019-06-19 04:32,FOC,1435,737-800,28,8,37,6,6,36,,,,,9,8
2019-06-19 04:32,FOC,1435,737-800,28,8,37,6,5,28,,,,,9,0
2019-06-19 04:30,URC,1726,737-800,20,4,26,4,4,26,,,,,6,6
2019-06-19 04:21,KMG,1586,737-800,22,4,29,4,3,27,,,,,7,5
2019-06-19 04:21,CAN,1375,737-800,29,6,36,4,4,32,,,,,7,3
2019-06-19 04:16,SZX,5429,737-800,28,4,36,7,6,36,,,,,8,8
2019-06-19 04:16,HHA,5520,737-800,25,4,30,6,5,29,,,,,5,4
2019-06-19 04:14,SZX,206G,737-800,29,3,36,3,4,34,,,,,7,5
2019-06-19 04:09,HAK,1497,737-800,27,5,36,4,4,36,,,,,9,9
2019-06-19 03:53,PEK,5481,737-800,26,5,30,6,5,29,,,,,4,3
2019-06-19 03:53,KMG,7992,737-800,24,6,30,8,7,31,,,,,6,7
2019-06-19 03:47,XIY,1480,737-800,23,5,30,4,5,31,,,,,7,8
2019-06-19 03:46,XIY,1161,737-800,30,6,34,6,5,30,,,,,4,0
2019-06-19 03:44,URC,1568,737-800,25,6,24,4,4,26,,,,,-1,1
2019-06-19 03:40,URC,5467,737-800,24,2,23,3,2,21,,,,,-1,-3
2019-06-19 03:32,SYX,5358,737-800,30,8,36,6,6,34,,,,,6,4
2019-06-19 03:29,URC,2157,737-800,24,4,24,8,8,30,,,,,0,6
2019-06-19 03:28,MIG,5732,737-800,22,6,30,4,5,28,,,,,8,6
2019-06-19 03:24,URC,5661,737-800,24,4,25,5,5,28,,,,,1,4
2019-06-19 03:19,FOC,1795,737-800,29,8,36,9,8,36,,,,,7,7
2019-06-19 03:09,PEK,1503,737-800,25,3,32,4,4,33,,,,,7,8
2019-06-19 03:08,FOC ,1562,737-800,29,4,34,4,5,34,,,,,5,5
2019-06-19 03:07,CTU,1209,737-800,22,4,36,4,4,36,,1,,1,14,14
2019-06-19 03:06,HAK,1548,737-800,28,4,36,4,4,30,,,,,8,2
2019-06-19 03:05,XMN,5636,737-800,29,6,36,8,8,35,,,,,7,6
2019-06-19 03:00,XMN,5479,737-800,29,7,34,6,7,33,,,,,5,4
2019-06-19 02:59,XMN,5405,737-800,26,6,34,6,6,30,,,,,8,4
2019-06-19 02:56,HHA,1490,737-800,24,5,33,6,5,34,,,,,9,10
2019-06-19 02:54,SHA,1929,737-800,25,4,29,4,4,28,,,,,4,3
2019-06-19 02:52,CAN ,5417,737-800,27,7,35,8,8,36,,,,,8,9
2019-06-19 02:49,CAN ,7619,737-800,27,3,31,4,6,34,,,,,4,7
2019-06-19 02:48,HHA,5406,737-800,26,4,34,6,4,28,,,,,8,2
2019-06-19 02:46,XIY,7377,737-800,25,6,28,6,6,25,,,,,3,0
2019-06-19 02:46,HAK,1372,737-800,28,8,36,7,8,35,,,,,8,7
2019-06-19 02:46,HAK,1386,737-800,28,7,36,6,6,36,,,,,8,8
2019-06-19 02:43,SYX,5139,737-800,29,7,34,8,8,36,,,,,5,7
2019-06-19 02:40,URC,1725,737-800,25,4,31,4,4,34,,,,,6,9
2019-06-19 02:37,CGO,1587,737-800,30,7,32,6,4,30,,,,,2,0
2019-06-19 02:35,SZX,6062,737-800,29,4,35,4,4,36,,,,,6,7
2019-06-19 02:34,SZX,6062,737-800,29,4,35,4,4,36,,,,,6,7
2019-06-19 02:34,URC,5637,737-800,25,2,27,2,3,25,,,,,2,0
2019-06-19 02:31,XIY,5116,737-800,29,4,27,5,5,27,,,,,-2,-2
2019-06-19 02:31,HAK,1538,737-800,28,5,36,4,4,36,,,,,8,8
2019-06-19 02:31,HAK,1786,737-800,33,4,36,4,3,32,,,,,3,-1
2019-06-19 02:26,SZX,7175,737-800,29,5,29,5,5,32,,,,,0,3
2019-06-19 02:26,CAN,5638,737-800,28,4,35,4,5,36,,,,,7,8
2019-06-19 02:25,URC,205T,737-800,25,2,28,3,3,28,,,,,3,3
2019-06-19 02:25,CAN,1131,737-800,28,5,36,5,4,36,,,,,8,8
2019-06-19 02:21,HGH,7172,737-800,24,5,28,6,5,27,,,,,4,3
2019-06-19 02:18,URC,6995,737-800,27,4,30,4,4,24,,,,,3,-3
2019-06-19 02:18,PEK ,5539,737-800,27,8,30,4,5,28,,,,,3,1
2019-06-19 02:16,HAK,5082,737-800,27,6,36,8,8,36,,,,,9,9
2019-06-19 02:15,XIY,7171,737-800,27,4,27,4,4,28,,,,,0,1
2019-06-19 02:10,SZX,5371,737-800,29,7,31,8,8,36,,,,,2,7
2019-06-19 02:09,URC,1322,737-800,25,4,24,4,5,25,,,,,-1,0
2019-06-19 02:07,XIY,1482,737-800,27,6,26,6,6,25,,,,,-1,-2
2019-06-19 02:04,XIY,1162,737-800,25,2,28,4,2,30,,,,,3,5
2019-06-19 02:00,KMG,7993,737-800,20,5,30,6,6,26,,,,,10,6
2019-06-19 02:00,DLC,1797,737-800,16,3,28,3,3,28,,,,,12,12
2019-06-19 01:59,MIG,7990,737-800,25,3,30,2,2,32,,,,,5,7
2019-06-19 01:58,PEK,1498,737-800,25,4,32,4,4,29,,,,,7,4
2019-06-19 01:57,CGO,6015,737-800,27,3,35,4,4,31,,,,,8,4
2019-06-19 01:56,XIY,5408,737-800,26,4,22,4,4,23,,,,,-4,-3
2019-06-19 01:56,HHA,1373,737-800,26,4,29,4,4,27,,,,,3,1
2019-06-19 01:55,HAK,5712,737-800,28,3,35,2,2,35,,,,,7,7
2019-06-19 01:55,103,7173,737-800,27,3,32,3,3,29,,,,,5,2
2019-06-19 01:55,CGO,7167,737-800,27,6,32,6,6,32,,,,,5,5
2019-06-19 01:54,104,6103,737-800,28,5,34,4,6,34,,,,,6,6
2019-06-19 01:54,KMG,7988,737-800,20,4,28,3,4,30,,,,,8,10
2019-06-19 01:50,大连,1103,737-800,17,4,28,4,4,24,,,,,11,7
2019-06-19 01:49,大连,1103,737-800,17,4,28,4,4,24,,,,,11,7
2019-06-19 01:46,MIG,5449,737-800,22,4,31,4,4,32,,,,,9,10
2019-06-19 01:46,DLC,5855,737-800,19,3,28,3,5,26,,,,,9,7
2019-06-19 01:45,DLC,7399,737-800,19,3,28,3,4,29,,,,,9,10
2019-06-19 01:41,XIY,1163,737-800,28,2,32,2,2,28,,,,,4,0
2019-06-19 01:40,HHA,1347,737-800,26,5,35,4,4,34,,,,,9,8
2019-06-19 01:39,XIY,1733,737-800,28,2,30,3,3,26,,,,,2,-2
2019-06-19 01:38,URC,205V,737-800,25,4,28,2,2,28,,,,,3,3
2019-06-19 01:36,SYX,5686,737-800,29,6,35,5,4,30,,,,,6,1
2019-06-19 01:34,HGH,1542,737-800,25,4,28,4,4,30,,,,,3,5
2019-06-19 01:32,CAN,1997,737-800,28,5,37,4,4,34,,,,,9,6
2019-06-19 01:32,HGH,5480,737-800,27,4,30,5,3,30,,,,,3,3
2019-06-19 01:27,HGH,1547,737-800,24,6,27,6,5,28,,,,,3,4
2019-06-19 01:27,HAK,5540,737-800,30,6,36,4,4,30,,,,,6,0
2019-06-19 01:26,SYX,5662,737-800,30,6,36,3,6,33,,,,,6,3
2019-06-19 01:25,URC,1570,737-800,26,4,20,5,6,24,,,,,-6,-2
2019-06-19 01:20,HGH,7639,737-800,25,5,32,5,5,30,,,,,7,5
2019-06-19 01:15,XIY,5180,737-800,30,6,26,6,6,26,,,,,-4,-4
2019-06-19 01:06,SZX,1141,737-800,29,6,36,6,6,32,,,,,7,3
2019-06-19 01:06,HAK,1502,737-800,33,3,32,4,4,36,,,,,-1,3
2019-06-19 01:04,URC,1102,737-800,25,4,29,4,4,29,,,,,4,4
2019-06-19 01:04,URC,5852,737-800,25,4,29,5,5,26,,,,,4,1
2019-06-19 01:00,XIY,1433,737-800,27,3,33,4,3,27,,,,,6,0
2019-06-19 00:58,HAK,5462,737-800,28,6,34,7,7,35,,,,,6,7
2019-06-19 00:56,FOC,5503,737-800,29,4,32,3,4,32,,,,,3,3
2019-06-19 00:55,YIH,1348,737-800,30,6,32,5,6,30,,,,,2,0
2019-06-19 00:52,FOC,1906,737-800,29,6,34,7,7,36,,,,,5,7
2019-06-19 00:51,HAK,6060,737-800,28,6,36,6,6,36,,,,,8,8
2019-06-19 00:49,URC,1727,737-800,25,4,30,4,4,30,,,,,5,5
2019-06-19 00:44,TYN,1215,737-800,30,4,30,6,6,30,,,,,0,0
2019-06-19 00:40,SZX,5625,737-800,29,8,36,5,6,36,,,,,7,7
2019-06-19 00:39,SYX,7379,737-800,29,4,37,4,5,36,,,,,8,7
2019-06-19 00:38,XIY,1735,737-800,28,5,34,4,5,28,,,,,6,0
2019-06-19 00:36,TYN,1501,737-800,28,4,29,4,4,30,,,,,1,2
2019-06-19 00:34,HRB,1559,737-800,18,4,30,3,3,26,,,,,12,8
2019-06-19 00:32,CGO,1569,737-800,27,3,28,2,2,28,,,,,1,1
2019-06-19 00:30,YIH,1350,737-800,29,4,32,5,5,31,,,,,3,2
2019-06-19 00:29,URC,5611,737-800,25,6,28,5,6,29,,,,,3,4
2019-06-19 00:22,DLC,1927,737-800,17,3,24,3,5,26,,,,,7,9
2019-06-19 00:19,CAN,5337,737-800,29,8,37,8,9,36,,,,,8,7
2019-06-19 00:12,URC,1493,737-800,26,5,25,3,3,24,,,,,-1,-2
2019-06-19 00:07,HRB,7395,737-800,22,6,31,6,6,28,,,,,9,6
2019-06-19 00:06,,5733,737-800,30,8,37,4,4,34,,,,,7,4
2019-06-19 00:01,CKG,5465,737-800,26,6,33,6,6,33,,,,,7,7
2019-06-19 00:00,CKG,5416,737-800,26,5,32,5,5,32,,,,,6,6
2019-06-18 23:55,DLC,1799,737-800,20,4,28,4,4,28,,,,,8,8
2019-06-18 23:53,HRB,1905,737-800,21,4,28,4,4,26,,,,,7,5
2019-06-18 23:48,PEK,7400,737-800,26,4,30,5,5,32,,,,,4,6
2019-06-18 23:47,PEK,6066,737-800,26,6,30,6,6,30,,,,,4,4
2019-06-18 23:44,CAN,5463,737-800,26,4,30,6,6,32,,,,,4,6
2019-06-18 23:43,MIG,6809,737-800,22,2,26,6,6,32,,,,,4,10
2019-06-18 23:43,XIY,1796,737-800,25,6,30,6,4,30,,,,,5,5
2019-06-18 23:41,MIG,6809,737-800,22,2,26,6,6,32,,,,,4,10
2019-06-18 23:40,HAK,5090,737-800,28,6,36,7,8,36,,,,,8,8
2019-06-18 23:37,HAK,1783,737-800,28,4,36,6,6,36,,,,,8,8
2019-06-18 23:36,XIY,5418,737-800,28,6,28,7,7,30,,,,,0,2
2019-06-18 23:35,HAK,5082,737-800,28,10,40,8,8,36,,,,,12,8
2019-06-18 23:35,HRB,7105,737-800,20,3,28,4,4,26,,,,,8,6
2019-06-18 23:26,YIH,1351,737-800,30,8,29,8,8,30,,,,,-1,0
2019-06-18 23:26,HGH,5137,737-800,25,3,26,3,3,30,,,,,1,5
2019-06-18 23:25,URC,205U,737-800,20,3,26,4,3,27,,,,,6,7
2019-06-18 23:22,SYX ,5153,737-800,30,6,36,4,4,32,,,,,6,2
2019-06-18 23:17,DLC,1541,737-800,20,5,28,5,6,28,,,,,8,8
2019-06-18 23:13,SYX,5338,737-800,30,4,32,5,4,26,,,,,2,-4
2019-06-18 23:13,DLC,1545,737-800,20,4,28,4,4,28,,,,,8,8
2019-06-18 23:10,HAK,1487,737-800,28,8,36,4,4,34,,,,,8,6
2019-06-18 23:04,PEK,1213,737-800,28,5,29,5,5,29,,,,,1,1
2019-06-18 23:01,TYN,5375,737-800,29,3,29,5,6,32,,,,,0,3
2019-06-18 22:57,CKG,7616,737-800,27,4,32,5,5,31,,,,,5,4
2019-06-18 22:54,XNN,5136,737-800,20,5,22,6,4,27,,,,,2,7
2019-06-18 22:54,SYX ,5478,737-800,30,7,36,4,4,32,,,,,6,2
2019-06-18 22:50,DLC,5466,737-800,18,2,23,5,5,22,,,,,5,4
2019-06-18 22:36,PEK,5538,737-800,26,4,29,5,6,31,,,,,3,5
2019-06-18 22:30,DLC,5522,737-800,23,5,28,6,6,26,,,,,5,3
2019-06-18 22:27,HAK,6065,737-800,28,4,36,6,6,36,,,,,8,8
2019-06-18 22:23,HAK,5439,737-800,30,9,37,8,8,36,,,,,7,6
2019-06-18 22:12,XIY,5428,737-800,29,5,30,5,4,30,,,,,1,1
2019-06-18 22:08,URC,1323,737-800,25,4,28,4,4,30,,,,,3,5
2019-06-18 22:04,URC,7198,737-800,29,5,32,8,5,29,,,,,3,0
2019-06-18 21:35,西宁,5581,737-800,21,4,18,5,5,25,,,,,-3,4
2019-06-18 20:50,徐州,7991,737-800,28,8,32,7,7,35,,,,,4,7
2019-06-18 20:36,HAK,206F,737-800,29,4,35,4,4,30,,,,,6,1
2019-06-18 19:45,HGH,1492,737-800,24,4,31,4,4,31,,,,,7,7
2019-06-18 19:23,URC,1325,737-800,25,4,24,4,5,25,,,,,-1,0
2019-06-18 19:15,XIY,1903,737-800,31,3,30,3,3,31,,,,,-1,0
2019-06-18 19:03,URC,205U,737-800,22,4,29,4,6,27,,,,,7,5
2019-06-18 19:02,URC,5709,737-800,24,7,29,6,8,30,,,,,5,6
2019-06-18 18:42,XIY,1902,737-800,30,4,34,5,5,26,,,,,4,-4
2019-06-18 18:31,XIY,1928,737-800,30,4,26,4,2,24,,,,,-4,-6
2019-06-18 17:14,CTU,1209,737-800,30,3,35,3,4,36,,,,,5,6
2019-06-18 16:49,CGO,5483,737-800,37,5,34,5,4,33,,,,,-3,-4
2019-06-18 15:48,TYN,1996,737-800,36,6,29,6,6,29,,,,,-7,-7
2019-06-18 10:47,KMG,5409,737-800,20,4,26,5,4,27,,,,,6,7
2019-06-18 08:53,PEK,6066,737-800,25,4,32,6,5,32,,,,,7,7
2019-06-18 08:49,SYX,5338,737-800,28,3,30,6,5,34,,,,,2,6
2019-06-18 08:46,PEK,1213,737-800,25,6,32,6,6,32,,,,,7,7
2019-06-18 08:45,XIY,1480,737-800,25,4,27,4,4,26,,,,,2,1
2019-06-18 08:42,XMN,1498,737-800,20,2,32,2,2,31,,,,,12,11
2019-06-18 08:41,XMN,5138,737-800,20,6,30,8,8,32,,,,,10,12
2019-06-18 08:41,XMN,1929,737-800,25,4,32,4,4,30,,,,,7,5
2019-06-18 08:40,XMN,5405,737-800,20,4,36,4,2,32,,,,,16,12
2019-06-18 08:17,YIH,1351,737-800,25,4,29,6,5,28,,,,,4,3
2019-06-18 07:51,ZGC,5581,737-800,22,4,17,5,5,25,,,,,-5,3
2019-06-18 07:36,XIY,1785,737-800,26,7,30,8,8,31,,,,,4,5
2019-06-18 06:38,FOC,1906,737-800,26,7,35,7,6,34,,,,,9,8
2019-06-18 06:37,FOC,5430,737-800,26,6,37,6,6,35,1,,,1,11,9
2019-06-18 06:33,FOC,5503,737-800,26,3,28,4,3,27,,,,,2,1
2019-06-18 06:33,SYX,5358,737-800,28,6,32,6,6,35,,,,,4,7
2019-06-18 06:32,FOC,5430,737-800,26,6,3,6,6,35,,,,,-23,9
2019-06-18 06:28,PEK,5538,737-800,23,2,33,2,2,34,,,,,10,11
2019-06-18 06:10,DLC,1797,737-800,22,3,26,4,3,26,,,,,4,4
2019-06-18 05:37,HAK,7171,737-800,27,6,36,6,6,36,,,,,9,9
2019-06-18 05:34,FOC,7113,737-800,28,6,34,6,5,35,,,,,6,7
2019-06-18 05:11,KMG,7991,737-800,20,6,31,7,6,30,,,,,11,10
2019-06-18 05:11,HAK,5139,737-800,27,7,34,7,6,34,,,,,7,7
2019-06-18 04:50,CKG,5416,737-800,22,7,28,8,8,29,,,,,6,7
2019-06-18 04:50,DLC,5855,737-800,22,6,30,6,5,28,,,,,8,6
2019-06-18 04:49,HAK,6065,737-800,27,5,36,5,5,35,,,,,9,8
2019-06-18 04:49,SZX,1995,737-800,29,9,37,6,6,36,,,,,8,7
2019-06-18 04:39,海口,1501,737-800,30,4,36,4,2,30,,,,,6,0
2019-06-18 04:39,PEK,5467,737-800,25,1,18,2,2,20,,,,,-7,-5
2019-06-18 04:39,URC,1322,737-800,21,5,23,4,4,26,,,,,2,5
2019-06-18 04:24,DLC,1505,737-800,20,4,22,4,4,24,,,,,2,4
2019-06-18 04:16,HGH,6063,737-800,25,4,30,3,3,28,,,,,5,3
2019-06-18 04:05,HAK,5852,737-800,27,6,34,6,6,34,,,,,7,7
2019-06-18 03:50,DLC,7399,737-800,20,4,26,4,4,24,,,,,6,4
2019-06-18 03:49,SZX,206G,737-800,28,3,36,3,3,35,,,,,8,7
2019-06-18 03:48,DLC,1541,737-800,22,5,30,6,6,30,,,,,8,8
2019-06-18 03:47,DLC,1927,737-800,21,4,26,7,4,26,,,,,5,5
2019-06-18 03:46,DLC,1795,737-800,20,5,24,4,5,22,,,,,4,2
2019-06-18 03:45,PEK ,582,737-800,22,3,36,4,5,32,,,,,14,10
2019-06-18 03:45,PEK,5538,737-800,21,4,39,3,3,36,,,,,18,15
2019-06-18 03:44,HGH,1490,737-800,25,5,32,6,5,32,,,,,7,7
2019-06-18 03:44,DLC,1799,737-800,20,4,30,4,4,30,,,,,10,10
2019-06-18 03:43,DLC,5522,737-800,20,6,30,8,8,28,,,,,10,8
2019-06-18 03:42,DLC,1503,737-800,21,3,28,4,3,28,,,,,7,7
2019-06-18 03:40,DLC,5466,737-800,22,1,16,2,1,17,,,,,-6,-5
2019-06-18 03:39,HAK,1501,737-800,30,4,36,4,2,30,,,,,6,0
2019-06-18 03:36,FOC,1562,737-800,30,5,36,4,5,36,,,,,6,6
2019-06-18 03:33,HHA,6103,737-800,24,6,34,8,8,36,,1,,1,10,12
2019-06-18 03:29,XIY,1480,737-800,25,4,27,4,4,26,,,,,2,1
2019-06-18 03:28,XIY,1482,737-800,22,5,31,6,5,29,,,,,9,7
2019-06-18 03:27,URC,7198,737-800,22,8,24,6,6,22,,,,,2,0
2019-06-18 03:25,XIY,5116,737-800,24,4,28,4,4,26,,,,,4,2
2019-06-18 03:25,HAK,5540,737-800,27,9,36,6,6,34,,,,,9,7
2019-06-18 03:24,URC,205T,737-800,20,4,22,4,4,20,,,,,2,0
2019-06-18 03:15,CAN,1997,737-800,27,5,34,5,5,34,,,,,7,7
2019-06-18 03:14,TYN,5083,737-800,25,4,26,4,4,26,,,,,1,1
2019-06-18 03:14,KMG,7989,737-800,21,6,33,7,6,32,,,,,12,11
2019-06-18 03:13,XIY,1481,737-800,27,6,30,4,4,30,,,,,3,3
2019-06-18 03:12,FOC,5481,737-800,26,6,32,6,5,32,,,,,6,6
2019-06-18 03:07,HAK,5735,737-800,26,3,30,4,3,32,,,,,4,6
